23.49537 65.20285 0
27.81042 56.87496 0
28.29837 64.49906 0
26.84330 55.62106 0
25.19484 96.37221 2
24.93192 63.13396 0
30.09454 64.00808 0
22.00000 48.31991 0
44.65389 51.29989 1
44.80481 57.60322 1
29.01687 11.33671 2
28.91859 51.28742 0
 7.15201 57.07267 1
27.16882 73.17417 0
20.93641  0.00000 2
27.69173 64.35267 0
38.94932 16.95541 2
 6.23073 71.74492 1
27.17892 60.73763 0
46.12594 52.04520 1
28.70251 96.02441 2
25.90110  8.85021 2
23.12334 61.37092 0
48.13224 63.96839 1
28.15526 72.56191 0
22.33184 69.86543 0
30.87484 63.30818 0
24.35572 57.01183 0
43.06244 56.08560 1
 6.02720 56.01856 1
 4.81893 59.21587 1
27.11393 52.97101 0
26.55616  8.34801 2
25.37100 54.62542 0
27.76825 61.02700 0
27.58012 52.50941 0
39.99034 13.49807 2
 7.32948 56.84741 1
 5.47674 65.97153 1
23.66672 93.54987 2
 7.74975 53.09096 1
27.80680 63.98837 0
28.70488 64.25528 0
27.05251 61.95315 0
24.55309 63.86743 0
40.03572 49.91860 1
23.84472  9.86555 2
26.96626 58.89394 0
41.77764 37.51468 1
28.11105 90.30862 2
 3.49642 54.33867 1
50.69939 52.91883 1
31.07359 11.54529 2
23.99926 61.16517 0
27.45467 53.07260 0
29.03216 68.44556 0
29.38500 70.12885 0
 5.37916 61.93479 1
22.00000 70.83254 0
 2.49142 54.24049 1
 4.75650 49.86786 1
 4.06793 51.45959 1
24.99431 50.14077 0
50.21754 53.94052 1
41.71233 29.69712 1
30.26786 51.04296 0
46.04752 60.13085 1
25.83568 59.61091 0
26.87440 61.52203 0
28.64138 64.90217 0
23.17030  6.61474 2
24.29613 61.67152 0
20.54813 98.57842 2
 2.96836 53.19608 1
 4.10536 69.19603 1
43.44851 53.05092 1
 4.55307 52.06033 1
24.94445 51.03787 0
25.04187 61.79221 0
27.43295 52.43260 0
35.61801 96.38313 2
 4.33045 42.88828 1
28.86823 60.20121 0
28.14254 96.43014 2
19.47046 97.35328 2
 4.49529 54.99291 1
34.66179 94.90173 2
 6.03188 42.42422 1
42.66168 61.96954 1
 2.87521 71.17213 1
24.73109 63.46977 0
41.90319 66.33770 1
31.21785 58.18670 0
26.60015 70.10635 0
40.46109 56.52355 1
27.78562 65.08037 0
22.45942  7.56564 2
28.75629  9.36382 2
22.59240 64.87344 0
17.21235 96.33657 2
 5.33692 63.86887 1
 3.92934 61.65924 1
24.51831  7.84351 2
42.25286 48.82348 1
22.72696 93.58806 2
26.41353 58.70569 0
32.75031 14.89233 2
 3.66371 53.18776 1
29.16439 62.67687 0
24.49254 95.74144 2
 5.35288 40.76043 1
33.73115  7.63058 2
21.20601  9.22121 2
25.55774 60.18820 0
26.43325 93.76719 2
28.78895 98.79821 2
42.72025 66.21031 1
20.63637  7.66153 2
 8.79976 53.16803 1
24.29305 95.97674 2
28.97758 62.15461 0
31.41373 96.49699 2
28.52919 52.25432 0
45.19827 35.20700 1
53.11765 49.37832 1
 5.64616 51.86942 1
17.63104 95.83765 2
29.43886 58.98948 0
 8.39010 49.51713 1
53.72550 55.06422 1
19.46919 13.33334 2
29.33387 94.68636 2
28.29975 18.04908 2
 8.76917 43.19187 1
21.10624 94.56411 2
36.53176  5.32888 2
20.69214 13.94180 2
28.40196 56.38769 0
43.14984 55.00207 1
29.84083 91.88571 2
 7.45387 38.56811 1
 6.91061 61.38392 1
25.76750 63.55092 0
27.04605 65.31250 0
25.44325 67.76093 0
27.86153 90.20082 2
27.20469 67.45836 0
39.55437 59.27194 1
 2.64192 50.35596 1
26.98007 59.49879 0
30.01647  7.12467 2
29.17781 50.27299 0
39.28117  7.80184 2
26.51910 59.73656 0
44.03115 50.08364 1
 5.24534 69.84116 1
 4.07077 62.83391 1
33.35237 93.36978 2
11.38622 57.65878 1
17.78976 97.12108 2
34.18348 93.27365 2
42.54303 57.67127 1
49.86573 61.38051 1
28.50884 95.81970 2
 3.31351 70.33728 1
39.31783  7.94721 2
52.02133 54.24236 1
25.80586 50.66182 0
13.86047  7.88409 2
28.27544  5.18720 2
25.57134 92.06101 2
47.21822 52.75144 1
45.42804 47.91593 1
28.97916 62.64048 0
42.02318 53.96778 1
32.40239 97.24267 2
 6.80787 41.36826 1
23.43813 69.41794 0
26.73242 59.82112 0
25.78219 52.72066 0
 4.52214 58.47676 1
24.66888 96.28564 2
 6.53216 53.96745 1
21.37245 14.36392 2
32.00000 56.87672 0
23.21288 48.37327 0
30.03354 12.29251 2
27.94016  5.59083 2
-0.84270 59.62173 1
 5.35916 39.96920 1
21.07276 92.84728 2
26.41466 73.13757 0
24.04185 58.19836 0
 4.40920 58.63632 1
24.94470 94.67132 2
45.41853 60.21122 1
23.54300 62.42542 0
40.76626 48.29380 1
22.48779 51.97558 0
20.85583  8.86050 2
30.09377 99.39655 2
23.41034 54.41192 0
18.86731  7.47369 2
25.82240 72.92646 0
42.24904 54.73594 1
27.65645 95.00844 2
23.85331 95.20499 2
38.08587 45.80615 1
49.51413 57.62561 1
50.62571 49.91036 1
 4.54703 54.80740 1
26.18494 48.48221 0
28.90472 95.18989 2
-0.40646 65.59936 1
28.92716 59.31162 0
28.33374 93.41159 2
29.64784 94.07373 2
31.11242 66.97387 0
46.94681 47.37275 1
34.38000 12.23256 2
24.49368 67.82107 0
35.96963 92.70328 2
23.55583 56.95853 0
 5.24641 43.83476 1
 3.49606 40.50355 1
19.78710 96.24921 2
25.10217 59.97478 0
40.40857 49.57326 1
31.32681 93.65290 2
37.17434  7.87514 2
29.69531 94.84452 2
42.96817 57.65362 1
20.33052  9.25242 2
27.43608 100.00000 2
23.88362 17.02190 2
27.46886  4.81553 2
42.06277 41.91180 1
22.10775 12.17392 2
41.59426 61.45216 1
 5.70126 65.51948 1
19.24425 11.57519 2
39.82381 65.56057 1
45.81825 64.69457 1
35.93468  2.85653 2
28.51541 14.98757 2
23.94789 48.41600 0
52.04686 66.88913 1
44.90443 53.02662 1
22.00827 15.05483 2
28.77904 69.22176 0
27.60922 66.10720 0
26.18084 64.31155 0
22.68771 75.00000 0
25.82631 47.54896 0
29.13108 58.50208 0
 6.00219 46.37224 1
26.68021 57.55944 0
48.37358 54.01412 1
41.27210 47.12216 1
30.32435 94.34138 2
22.60315 52.84045 0
46.87778 53.92698 1
30.87788 55.44007 0
31.07154 51.41964 0
42.72753 56.59856 1
24.43903 72.57114 0
25.26871 94.83205 2
27.85288 66.80788 0
 2.12344 48.52458 1
42.74769 63.29475 1
13.69909 15.18349 2
29.20410 58.62555 0
28.30485 55.71938 0
30.13286 95.97290 2
28.28446 56.64876 0
28.26012 61.82472 0
 1.46312 55.19617 1
12.04038 12.98002 2
34.49771 96.74476 2
30.16728 54.17351 0
 1.87362 61.04515 1
28.32451 58.94961 0
44.38764 66.73125 1
 3.50558 57.46505 1
24.68267 61.42046 0
 6.82717 51.24804 1
 8.08649 66.14322 1
25.68808 14.91592 2
28.85999 97.14897 2
25.06748 49.98457 0
49.10716 50.90718 1
27.96016 71.78749 0
27.24795 93.95658 2
22.75424 91.55596 2
46.85392 62.47910 1
35.13266 90.09344 2
 5.80746 37.74193 1
24.66046 92.51046 2
28.35640 70.47231 0
 4.38158 52.69599 1
28.69899 58.02751 0
33.62326 17.85035 2
49.41904 69.52468 1
43.72137 58.51448 1
24.62262 19.64671 2
24.85182 94.21618 2
40.62870  8.56148 2
45.64638 65.70150 1
28.05172 11.63443 2
27.08816 45.00000 0
26.71088 58.18286 0
46.08092 63.25098 1
30.80781 65.12848 0
32.86689  6.25397 2
18.19929 98.66044 2
26.53667 13.38063 2
45.49601 68.95684 1
45.93587 60.60919 1
34.67711 10.39227 2
 7.29689 52.52974 1
38.64730 91.58216 2
44.57668 61.15771 1
25.20039 58.09094 0
25.94839 67.34306 0
28.71565 75.00000 0
23.01393 69.79549 0
14.36612  7.32888 2
29.70763 60.67285 0
17.70624  5.76437 2
26.86113 67.32969 0
25.49840 60.39007 0
33.95444 95.73556 2
26.41251  8.90403 2
28.93659 64.43052 0
 2.89264 60.00666 1
23.97246 63.17474 0
32.36219 94.49255 2
19.57544 88.41063 2
24.00948 56.19603 0
44.39469 60.93557 1
29.64281 59.61994 0
24.50420 94.41345 2
33.04280  5.03296 2
26.37741 56.54370 0
25.01928 96.17317 2
50.84467 30.61183 1
20.02930 96.20467 2
25.30769 58.11778 0
27.94325 69.54898 0
 7.63423 59.36739 1
22.75864 96.42653 2
 5.14010 59.92019 1
45.14207 39.15864 1
23.37979 49.32132 0
34.08385  9.81795 2
26.03672 68.31875 0
36.02052 95.79039 2
 4.36189 45.78140 1
17.53802 12.38012 2
25.01782 55.29864 0
37.84318  3.80553 2
32.25873 96.82968 2
40.71621 44.72325 1
30.01671 16.21664 2
26.46638 61.70338 0
35.70601  8.13402 2
48.34846 49.07536 1
27.65264 51.24220 0
29.89649 75.00000 0
31.43792 96.20672 2
33.63540  8.05119 2
 6.47369 70.80541 1
25.82017 56.88148 0
25.76033 90.98356 2
36.54349  5.39594 2
36.06128 58.77100 1
25.55777 64.90821 0
 8.27993 44.70628 1
45.19955 52.35485 1
26.33601 97.55346 2
26.77458 92.68405 2
26.67464 61.35863 0
28.26247 52.14095 0
25.52659 67.46672 0
 3.12912 54.94404 1
25.71533 70.33578 0
28.55712 62.75440 0
23.82401 91.90584 2
42.30509 46.33825 1
20.37798 94.86720 2
27.73847  9.05378 2
 4.50788 48.70737 1
 4.72510 51.30723 1
29.55506  9.80441 2
 3.70807 62.19758 1
44.94642 54.45106 1
30.84509 45.48627 0
25.20389 59.68090 0
42.88035 47.27122 1
29.08923 57.91706 0
42.48557 71.12221 1
34.87190  9.72546 2
27.78639  9.21413 2
22.93114 62.11845 0
25.01526 98.05892 2
28.03195 55.07777 0
52.73683 55.18850 1
33.92154 11.16877 2
27.24269 57.47324 0
24.33095 66.26635 0
24.90070 65.50060 0
28.34530 96.72427 2
29.94860 52.98866 0
33.34871 97.57645 2
42.86671 53.31856 1
 5.40232 52.48461 1
40.02366 55.01205 1
26.71918 57.46291 0
38.52221 12.92997 2
46.71841 54.74426 1
23.46924 61.56719 0
45.78640 49.49463 1
24.41189 68.20910 0
32.70930 97.43954 2
29.08026 11.86668 2
32.85187 95.70159 2
24.51837 93.63330 2
43.46890 50.49811 1
25.49573 48.15275 0
34.02119 95.87413 2
26.81997 58.21516 0
37.05836 97.70442 2
33.60794  8.53397 2
 5.93755 69.89863 1
44.25295 50.34690 1
45.26602 63.10808 1
49.14996 47.07580 1
 7.98538 67.81644 1
 3.78436 44.28946 1
 2.76077 62.18186 1
24.53104 92.17278 2
26.22290 96.97593 2
 2.99934 59.18398 1
25.85160 53.12259 0
29.05636 52.91527 0
30.00144  8.19995 2
30.66130 99.37396 2
44.22561 57.09659 1
29.39818 55.43163 0
 8.54450 55.50888 1
40.81441 69.22748 1
 6.55672 58.76410 1
28.87983 59.60138 0
 4.54704 42.39835 1
23.42465 62.34120 0
47.26898 51.83927 1
29.06354 61.74569 0
43.82020 39.97030 1
32.00851  8.05878 2
 7.59399 61.80216 1
24.95455 16.29208 2
44.44515 55.89581 1
32.04441 11.92827 2
 6.99662 61.66313 1
30.44247 17.61655 2
26.43818 97.04694 2
17.88392 96.37869 2
 5.17681 51.71382 1
18.97965  8.76877 2
22.74154 61.57116 0
22.74335 92.92044 2
28.34604  2.71759 2
26.43556 63.30028 0
 5.65159 70.11155 1
 5.64634 61.72861 1
23.48134 55.15664 0
19.23895  6.15981 2
30.39060 60.74501 0
 7.37477 53.10880 1
27.21762 52.22597 0
31.41364 55.53582 0
 3.05094 63.87655 1
24.93626 52.85137 0
29.74901  5.47754 2
19.34217 16.50384 2
23.35587  8.88447 2
23.99159 97.49215 2
23.05051 92.45084 2
28.35158 96.70832 2
24.98247 94.41398 2
27.56865 47.11388 0
27.83436 10.72571 2
20.98670 100.00000 2
45.01066 51.08351 1
30.99250 96.15802 2
18.94723  7.87612 2
23.21202 60.53775 0
 4.30137 54.28401 1
20.57489 95.49323 2
24.17573 69.62995 0
22.74587 11.01266 2
 3.40162 42.06727 1
29.66519 13.80580 2
41.59935 46.18125 1
35.70557  9.29290 2
25.37339 67.75728 0
36.56665 15.89068 2
30.47914 95.85013 2
22.98388 57.74855 0
31.89301  1.66355 2
37.52960 93.09178 2
 4.63904 50.29958 1
34.67679 97.03301 2
47.13198 52.85079 1
43.64138 65.85786 1
21.76223 96.45507 2
21.85937 98.71812 2
26.19485 66.87884 0
43.67305 53.71462 1
40.82183 10.28815 2
25.89989 64.60981 0
27.24833 61.40769 0
33.41028 16.06558 2
24.75686 73.16810 0
46.30920 64.19154 1
22.93803 94.53869 2
24.09863 95.43803 2
28.98511 13.98628 2
-0.74452 40.32475 1
 1.87491 52.65980 1
23.96453 49.33769 0
44.75325 44.27257 1
27.28919 56.61280 0
46.52928 57.69127 1
29.03377 71.04217 0
42.98221 49.04339 1
22.60180 95.75955 2
15.78110 91.69386 2
 6.61612 51.12900 1
44.26737 51.11482 1
 2.71662 49.55886 1
47.52833 55.00528 1
23.31526  3.93343 2
23.29415 95.14506 2
46.44830 48.49997 1
41.44835 55.92845 1
33.82389 98.32233 2
 4.92872 75.89539 1
48.48617 36.06385 1
27.35391 95.56327 2
 3.54399 59.87872 1
50.35763 42.70450 1
 5.60358 46.71503 1
24.34424 62.85777 0
 4.63421 73.04348 1
27.77727 58.31135 0
 7.43432 61.79373 1
23.63635 10.88217 2
19.56568 13.82120 2
24.13413  7.80692 2
25.25069 68.04136 0
30.31044 91.68382 2
44.51540 63.50898 1
27.11745 55.47144 0
26.78505  3.47811 2
24.02174 53.99150 0
16.61279 96.38878 2
32.00000 59.75721 0
 6.83846 62.44192 1
45.15334 44.09601 1
24.18839 61.38320 0
 7.56203 48.99576 1
44.21332 54.48606 1
43.72267 68.60659 1
 5.64872 45.18834 1
28.18458 61.29385 0
 5.23005 45.70489 1
29.37606 58.45325 0
 4.96116 39.82126 1
22.58818 96.14320 2
44.41507 65.60210 1
 4.12903 43.99846 1
32.28845 95.65111 2
23.69942 58.26976 0
27.67614 58.66522 0
22.10082 60.51323 0
24.84002 52.62609 0
42.65825 66.24113 1
28.96771 60.85407 0
46.95234 60.00844 1
 6.70555 65.07514 1
48.32344 61.21572 1
27.89278 52.09664 0
23.38308 94.22879 2
20.07382 92.76163 2
28.87911 97.31068 2
26.14321 55.06959 0
23.34121 57.83317 0
19.97007 10.77643 2
25.84840 45.00000 0
 5.28177 59.38476 1
26.16362 97.30450 2
43.87062 61.59246 1
31.32888 98.63956 2
29.05476 54.55528 0
 6.52011 54.51348 1
46.15808 48.53773 1
29.94824 57.75757 0
23.81127 14.82398 2
18.76996 92.70952 2
29.29465 56.11166 0
28.47079 57.48496 0
29.43780 63.08010 0
20.60259 10.79924 2
 3.09334 59.72406 1
28.37398 95.03905 2
34.31382 94.88647 2
 3.77646 51.40231 1
 4.41638 42.49592 1
